MonitoringID,ProgressTime,PointerPosition,RedMarkerPosition,BlueMarkerPosition,YellowMarkerPosition,BressHoldStatus,CalEncoderPosition,BeamStatus,MaxInspirationLine,TerminalExpirationLine,GatingPosition,GatingLevel,GatingPulse,CalNeedlePosition,AbnormalStatus
1807,721,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.82666015625,0.519999980926514,1,0,0,0
1807,752,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.853271484375,0.519999980926514,1,0,0,0
1807,770,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.8800048828125,0.519999980926514,1,0,0,0
1807,801,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.9066162109375,0.519999980926514,1,0,0,0
1807,833,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.9599609375,0.519999980926514,1,0,0,0
1807,866,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.986572265625,0.519999980926514,1,0,0,0
1807,897,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.0133056640625,0.519999980926514,1,0,0,0
1807,929,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.0399169921875,0.519999980926514,1,0,0,0
1807,962,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.066650390625,0.519999980926514,1,0,0,0
1807,993,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.09326171875,0.519999980926514,1,0,0,0
1807,1009,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.1199951171875,0.519999980926514,1,0,0,0
1807,1042,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.1466064453125,0.519999980926514,1,0,0,0
1807,1074,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.17333984375,0.519999980926514,1,0,0,0
1807,1105,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.17333984375,0.519999980926514,1,0,0,0
1807,1138,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.199951171875,0.519999980926514,1,0,0,0
1807,1170,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2266845703125,0.519999980926514,1,0,0,0
1807,1201,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2266845703125,0.519999980926514,1,0,0,0
1807,1233,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2532958984375,0.519999980926514,1,0,0,0
1807,1250,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,1281,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,1314,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,1346,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,1377,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,1409,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,1442,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,1473,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,1489,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,1522,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,1554,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,1586,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,1616,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,1649,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,1681,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,1712,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,1729,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,1761,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2532958984375,0.519999980926514,1,0,0,0
1807,1792,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2266845703125,0.519999980926514,1,0,0,0
1807,1825,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2266845703125,0.519999980926514,1,0,0,0
1807,1857,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.17333984375,0.519999980926514,1,0,0,0
1807,1889,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.17333984375,0.519999980926514,1,0,0,0
1807,1921,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.1199951171875,0.519999980926514,1,0,0,0
1807,1952,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.1199951171875,0.519999980926514,1,0,0,0
1807,1984,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.066650390625,0.519999980926514,1,0,0,0
1807,2001,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.066650390625,0.519999980926514,1,0,0,0
1807,2033,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.0133056640625,0.519999980926514,1,0,0,0
1807,2065,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.986572265625,0.519999980926514,1,0,0,0
1807,2097,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.9599609375,0.519999980926514,1,0,0,0
1807,2129,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.933349609375,0.519999980926514,1,0,0,0
1807,2161,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.9066162109375,0.519999980926514,1,0,0,0
1807,2192,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.853271484375,0.519999980926514,1,0,0,0
1807,2209,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.82666015625,0.519999980926514,1,0,0,0
1807,2241,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.7999267578125,0.519999980926514,1,0,0,0
1807,2273,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.74658203125,0.519999980926514,1,0,0,0
1807,2305,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.719970703125,0.519999980926514,1,0,0,0
1807,2337,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.6932373046875,0.519999980926514,1,0,0,0
1807,2369,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.6400146484375,0.519999980926514,1,0,0,0
1807,2401,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.61328125,0.519999980926514,1,0,0,0
1807,2432,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.586669921875,0.519999980926514,1,0,0,0
1807,2464,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.5333251953125,0.519999980926514,1,0,0,0
1807,2481,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.5333251953125,0.519999980926514,1,0,0,0
1807,2513,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.47998046875,0.519999980926514,0,0,0,0
1807,2544,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.47998046875,0.519999980926514,0,0,0,0
1807,2577,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.4266357421875,0.519999980926514,0,0,0,0
1807,2609,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.4266357421875,0.519999980926514,0,0,0,0
1807,2641,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.39990234375,0.519999980926514,0,0,0,0
1807,2672,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.373291015625,0.519999980926514,0,0,0,0
1807,2704,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.3199462890625,0.519999980926514,0,0,0,0
1807,2721,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.3199462890625,0.519999980926514,0,0,0,0
1807,2753,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.2933349609375,0.519999980926514,0,0,0,0
1807,2785,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.2666015625,0.519999980926514,0,0,0,0
1807,2817,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.239990234375,0.519999980926514,0,0,0,0
1807,2849,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.239990234375,0.519999980926514,0,0,0,0
1807,2881,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.2132568359375,0.519999980926514,0,0,0,0
1807,2912,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.2132568359375,0.519999980926514,0,0,0,0
1807,2944,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.2132568359375,0.519999980926514,0,0,0,0
1807,2961,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.2132568359375,0.519999980926514,0,0,0,0
1807,2993,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.2132568359375,0.519999980926514,0,0,0,0
1807,3025,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.1065673828125,0.519999980926514,0,0,0,0
1807,3057,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.1065673828125,0.519999980926514,0,0,0,0
1807,3089,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.1065673828125,0.519999980926514,0,0,0,0
1807,3121,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.1065673828125,0.519999980926514,0,0,0,0
1807,3152,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.1065673828125,0.519999980926514,0,0,0,0
1807,3184,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.056611328125,0.519999980926514,0,0,0,0
1807,3200,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3233,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3265,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3297,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3329,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3361,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3392,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3424,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3441,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3473,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3505,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3537,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3569,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3601,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3633,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3664,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3681,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3713,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3745,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3777,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3809,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3840,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3872,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3903,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3935,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3952,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,3984,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,4016,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.03,0.519999980926514,0,0,0,0
1807,4048,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.056611328125,0.519999980926514,0,0,0,0
1807,4080,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.056611328125,0.519999980926514,0,0,0,0
1807,4112,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.056611328125,0.519999980926514,0,0,0,0
1807,4143,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.056611328125,0.519999980926514,0,0,0,0
1807,4160,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.1866455078125,0.519999980926514,0,0,0,0
1807,4192,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.2132568359375,0.519999980926514,0,0,0,0
1807,4224,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.2132568359375,0.519999980926514,0,0,0,0
1807,4256,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.2132568359375,0.519999980926514,0,0,0,0
1807,4288,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.2132568359375,0.519999980926514,0,0,0,0
1807,4320,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.373291015625,0.519999980926514,0,0,0,0
1807,4352,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.373291015625,0.519999980926514,0,0,0,0
1807,4383,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.39990234375,0.519999980926514,0,0,0,0
1807,4400,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.39990234375,0.519999980926514,0,0,0,0
1807,4432,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.39990234375,0.519999980926514,0,0,0,0
1807,4464,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.586669921875,0.519999980926514,1,0,0,0
1807,4496,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.586669921875,0.519999980926514,1,0,0,0
1807,4528,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.586669921875,0.519999980926514,1,0,0,0
1807,4560,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.6400146484375,0.519999980926514,1,0,0,0
1807,4592,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.6666259765625,0.519999980926514,1,0,0,0
1807,4623,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.6932373046875,0.519999980926514,1,0,0,0
1807,4639,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.74658203125,0.519999980926514,1,0,0,0
1807,4672,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.7733154296875,0.519999980926514,1,0,0,0
1807,4704,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.7999267578125,0.519999980926514,1,0,0,0
1807,4736,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.853271484375,0.519999980926514,1,0,0,0
1807,4768,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.853271484375,0.519999980926514,1,0,0,0
1807,4800,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.9066162109375,0.519999980926514,1,0,0,0
1807,4832,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.933349609375,0.519999980926514,1,0,0,0
1807,4863,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.9599609375,0.519999980926514,1,0,0,0
1807,4880,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.0133056640625,0.519999980926514,1,0,0,0
1807,4912,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.0133056640625,0.519999980926514,1,0,0,0
1807,4944,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.066650390625,0.519999980926514,1,0,0,0
1807,4976,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.066650390625,0.519999980926514,1,0,0,0
1807,5008,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.1199951171875,0.519999980926514,1,0,0,0
1807,5040,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.1199951171875,0.519999980926514,1,0,0,0
1807,5072,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.17333984375,0.519999980926514,1,0,0,0
1807,5103,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.17333984375,0.519999980926514,1,0,0,0
1807,5120,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.199951171875,0.519999980926514,1,0,0,0
1807,5152,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2266845703125,0.519999980926514,1,0,0,0
1807,5184,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2266845703125,0.519999980926514,1,0,0,0
1807,5216,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2532958984375,0.519999980926514,1,0,0,0
1807,5248,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2532958984375,0.519999980926514,1,0,0,0
1807,5280,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,5312,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,5343,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,5360,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,5392,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,5424,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,5456,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,5487,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,5520,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,5552,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,5583,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,5600,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.306640625,0.519999980926514,1,0,0,0
1807,5632,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,5664,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,5695,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,5728,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2799072265625,0.519999980926514,1,0,0,0
1807,5760,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2532958984375,0.519999980926514,1,0,0,0
1807,5792,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2266845703125,0.519999980926514,1,0,0,0
1807,5822,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.2266845703125,0.519999980926514,1,0,0,0
1807,5839,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.199951171875,0.519999980926514,1,0,0,0
1807,5871,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.17333984375,0.519999980926514,1,0,0,0
1807,5903,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.1466064453125,0.519999980926514,1,0,0,0
1807,5935,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.1199951171875,0.519999980926514,1,0,0,0
1807,5967,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.09326171875,0.519999980926514,1,0,0,0
1807,5999,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.066650390625,0.519999980926514,1,0,0,0
1807,6031,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.0133056640625,0.519999980926514,1,0,0,0
1807,6062,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,1.0133056640625,0.519999980926514,1,0,0,0
1807,6094,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.9599609375,0.519999980926514,1,0,0,0
1807,6110,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.933349609375,0.519999980926514,1,0,0,0
1807,6143,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.9066162109375,0.519999980926514,1,0,0,0
1807,6175,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.8800048828125,0.519999980926514,1,0,0,0
1807,6207,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.853271484375,0.519999980926514,1,0,0,0
1807,6239,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.7999267578125,0.519999980926514,1,0,0,0
1807,6271,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.7733154296875,0.519999980926514,1,0,0,0
1807,6302,0,0,0.519999980926514,1.5900000333786,0,0,0,1.5900000333786,0,0.74658203125,0.519999980926514,1,0,0,0
