"AZ733VI","Version 1.09b"
"Date:","2024/07/01"
"Start(hh:mm:ss):","10:53:49.275"
"End(hh:mm:ss):","10:55:56"
"Length(hh:mm:ss):","0:02:07.020"
"X_Apply(hh:mm:ss):","0:00:00.000"
"ECGUse:",0
"Gate Total:","0:00:00.000"
"RespAve(sec):",3.79
"HeartAve(sec):",0.00
"DataPosi:",-38.8/N/N
"DataMagn:",9.25/N/N
"Sample:",12702
"Comment:","                                                                                                                                "
"Data Time(msec):",10
"Moving Average:",4
"Sensor(CH1/CH2/CH3):","LASER-120/N/N"
"Selected EXT. I/O Port:",2
"Selected EXT. I/O Name:","TOSHIBA Heavy Ion Radiotherapy"
"Gating Mode:","Level to Level"
"Lower Level:",-20
"Upper Level:",20
"     "
"     "
"     "
"     "
"     "
"     "
"     "
"     "
"***DataNo., RespLevel,RespPhase,RespGate,EcgLevel,EcgPeak,EcgGate,GateOut,BeamIn,Message,Physics-Value***"
"***Data Start***"
6051,50,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.74mm 
6052,51,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.80mm 
6053,52,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.87mm 
6054,53,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.94mm 
6055,54,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.01mm 
6056,55,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.07mm 
6057,56,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.13mm 
6058,57,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.19mm 
6059,57,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.24mm 
6060,58,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.29mm 
6061,59,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.35mm 
6062,60,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.42mm 
6063,62,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.51mm 
6064,62,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.57mm 
6065,63,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.60mm 
6066,63,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.60mm 
6067,63,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.61mm 
6068,63,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.63mm 
6069,64,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.66mm 
6070,64,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.70mm 
6071,65,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.74mm 
6072,66,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.79mm 
6073,66,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.81mm 
6074,67,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.84mm 
6075,67,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.89mm 
6076,68,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.94mm 
6077,69,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.99mm 
6078,70,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.04mm 
6079,70,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.07mm 
6080,70,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.09mm 
6081,71,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.12mm 
6082,71,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.14mm 
6083,72,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.19mm 
6084,73,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.23mm 
6085,73,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.27mm 
6086,74,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.31mm 
6087,74,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.34mm 
6088,74,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.35mm 
6089,75,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.38mm 
6090,75,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.40mm 
6091,76,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.44mm 
6092,76,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.48mm 
6093,77,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.54mm 
6094,78,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.58mm 
6095,79,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.62mm 
6096,79,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.65mm 
6097,80,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.68mm 
6098,80,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.69mm 
6099,80,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.73mm 
6100,81,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.76mm 
6101,81,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.78mm 
6102,82,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.82mm 
6103,82,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.85mm 
6104,83,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.88mm 
6105,83,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.91mm 
6106,84,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.94mm 
6107,84,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.96mm 
6108,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.00mm 
6109,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.04mm 
6110,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.05mm 
6111,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.06mm 
6112,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.06mm 
6113,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.06mm 
6114,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.06mm 
6115,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.05mm 
6116,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.06mm 
6117,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.06mm 
6118,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.06mm 
6119,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.05mm 
6120,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.04mm 
6121,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.03mm 
6122,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.02mm 
6123,85,1,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",56.00mm 
6124,84,2,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.99mm 
6125,84,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.97mm 
6126,84,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.94mm 
6127,83,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.91mm 
6128,83,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.88mm 
6129,82,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.85mm 
6130,82,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.83mm 
6131,81,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.79mm 
6132,81,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.75mm 
6133,80,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.73mm 
6134,80,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.70mm 
6135,80,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.68mm 
6136,79,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.65mm 
6137,79,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.62mm 
6138,78,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.58mm 
6139,77,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.54mm 
6140,77,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.50mm 
6141,76,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.44mm 
6142,75,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.40mm 
6143,75,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.36mm 
6144,74,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.30mm 
6145,73,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.26mm 
6146,72,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.21mm 
6147,72,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.19mm 
6148,71,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.15mm 
6149,71,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.10mm 
6150,69,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",55.02mm 
6151,68,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.93mm 
6152,67,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.87mm 
6153,67,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.84mm 
6154,66,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.81mm 
6155,65,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.75mm 
6156,64,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.68mm 
6157,62,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.57mm 
6158,61,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.46mm 
6159,59,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.35mm 
6160,58,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.26mm 
6161,56,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.18mm 
6162,55,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.10mm 
6163,54,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",54.01mm 
6164,52,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.92mm 
6165,51,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.81mm 
6166,50,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.74mm 
6167,49,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.67mm 
6168,48,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.62mm 
6169,47,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.56mm 
6170,46,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.48mm 
6171,45,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.41mm 
6172,43,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.32mm 
6173,42,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.24mm 
6174,41,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.16mm 
6175,39,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.08mm 
6176,38,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",53.00mm 
6177,37,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.93mm 
6178,36,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.87mm 
6179,35,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.81mm 
6180,34,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.76mm 
6181,34,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.72mm 
6182,33,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.66mm 
6183,32,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.61mm 
6184,31,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.54mm 
6185,30,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.49mm 
6186,30,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.45mm 
6187,29,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.41mm 
6188,28,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.37mm 
6189,28,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.33mm 
6190,27,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.28mm 
6191,26,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.22mm 
6192,25,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.17mm 
6193,25,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.17mm 
6194,25,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.15mm 
6195,25,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.13mm 
6196,24,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.11mm 
6197,24,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.08mm 
6198,24,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.06mm 
6199,23,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.02mm 
6200,23,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",52.01mm 
6201,23,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.99mm 
6202,22,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.96mm 
6203,22,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.93mm 
6204,21,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.91mm 
6205,21,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.88mm 
6206,20,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.84mm 
6207,20,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.82mm 
6208,20,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.79mm 
6209,19,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.78mm 
6210,19,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.76mm 
6211,19,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.74mm 
6212,19,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.72mm 
6213,18,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.71mm 
6214,18,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.69mm 
6215,18,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.68mm 
6216,18,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.67mm 
6217,17,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.64mm 
6218,17,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.60mm 
6219,16,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.57mm 
6220,16,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.54mm 
6221,15,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.50mm 
6222,15,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.47mm 
6223,14,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.45mm 
6224,14,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.44mm 
6225,14,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.42mm 
6226,13,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.39mm 
6227,13,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.38mm 
6228,13,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.36mm 
6229,13,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.34mm 
6230,12,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.33mm 
6231,12,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.31mm 
6232,12,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.30mm 
6233,12,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.29mm 
6234,12,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.28mm 
6235,11,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.27mm 
6236,11,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.25mm 
6237,11,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.23mm 
6238,11,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.21mm 
6239,10,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.20mm 
6240,10,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.18mm 
6241,10,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.15mm 
6242,9,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.11mm 
6243,9,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.08mm 
6244,8,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.06mm 
6245,8,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.03mm 
6246,7,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",51.00mm 
6247,7,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.98mm 
6248,7,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.95mm 
6249,6,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.94mm 
6250,6,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.91mm 
6251,5,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.85mm 
6252,4,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.81mm 
6253,3,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.75mm 
6254,2,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.68mm 
6255,1,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.62mm 
6256,0,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.55mm 
6257,-1,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.48mm 
6258,-2,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.41mm 
6259,-2,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.37mm 
6260,-3,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.34mm 
6261,-3,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.35mm 
6262,-3,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.36mm 
6263,-2,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.37mm 
6264,-2,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.38mm 
6265,-2,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.38mm 
6266,-3,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.35mm 
6267,-3,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.31mm 
6268,-4,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.27mm 
6269,-5,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.23mm 
6270,-5,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.18mm 
6271,-6,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.15mm 
6272,-6,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.14mm 
6273,-6,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.12mm 
6274,-7,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.09mm 
6275,-7,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.07mm 
6276,-7,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.05mm 
6277,-8,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.02mm 
6278,-8,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.02mm 
6279,-8,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.00mm 
6280,-8,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",50.00mm 
6281,-8,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",49.99mm 
6282,-8,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",49.98mm 
6283,-9,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",49.97mm 
6284,-9,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",49.96mm 
6285,-9,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",49.94mm 
6286,-9,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",49.93mm 
6287,-9,3,3,0,0,0,0,0,"No Err[9.25/-38.8]20/-20",49.92mm 
